Data Point (#),Corr Factor (ND),Length Scale (in),AmbPress (psia),AmbTemp (R),Density (slug/ft3),Viscosity (slug/ft s),Motor Speed (RPM),Angle of Attack (deg),Corrected q (dpsi),Avg Velocity (ft/s),Reynolds number (ND),Axial Force (Lbf),Normal Force (Lbf),Pitching Mom (in-Lbf)
1.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,-6.00431651371,0.00907503869,34.12570953369,16785.20703125000,-0.02575175529,-0.19511063356,-0.77602677019
2.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,-4.03846948582,0.00874453754,33.49853897095,16476.72460937500,-0.01426114522,-0.19847664778,-0.79867646881
3.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,-1.94234660732,0.00878104497,33.56839370728,16511.08398437500,-0.00019203840,-0.19313184321,-0.77322133423
4.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,-0.00824288852,0.00864850773,33.31409454346,16386.00195312500,0.00980145203,-0.16578537345,-0.64524301392
5.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,1.95090338067,0.00871360935,33.43924713135,16447.56054687500,0.03015287326,-0.13897461122,-0.50963029621
6.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,4.05933600327,0.00888053849,33.75802993774,16604.35742187500,0.03613033920,-0.11883225862,-0.41844327250
7.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,6.07429918310,0.00878379461,33.57364654541,16513.66601562500,0.05111652954,-0.11037616346,-0.37832773202
8.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,8.09151414538,0.00879168653,33.58872604370,16521.08398437500,0.07056576165,-0.09568410362,-0.31870293964
9.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,9.93280348539,0.00873739166,33.48484802246,16469.99023437500,0.09928165813,-0.08948785226,-0.29684855954
10.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,12.01829522125,0.00856400405,33.15094375610,16305.75488281250,0.10311582859,-0.08270088888,-0.26901049601
11.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,13.94890526546,0.00858442924,33.19045257568,16325.18750000000,0.12572345135,-0.07337888044,-0.24308628077
12.00000000000,0.95000000000,1.00000000000,14.18441200000,530.37000000000,0.00224428287,0.00000038023,474.00000000000,16.03798620609,0.00842003127,32.87110519409,16168.11230468750,0.13401235967,-0.07191430651,-0.23586133153
13.00000000000,0.95000000000,1.00000000000,14.18441200000,532.17000000000,0.00223669186,0.00000038123,474.00000000000,17.92021704535,0.00894133978,33.93082809448,16589.44140625000,0.14318376911,-0.05190407745,-0.16119091375
14.00000000000,0.95000000000,1.00000000000,14.18441200000,532.17000000000,0.00223669186,0.00000038123,474.00000000000,20.01220483242,0.00854806036,33.17622375488,16220.50000000000,0.15547921075,-0.04943565179,-0.14595959161
15.00000000000,0.95000000000,1.00000000000,14.18441200000,532.17000000000,0.00223669186,0.00000038123,474.00000000000,22.06094474913,0.00870600519,33.48132324219,16369.66894531250,0.17777926919,-0.04070284511,-0.11379706698
16.00000000000,0.95000000000,1.00000000000,14.18441200000,532.17000000000,0.00223669186,0.00000038123,474.00000000000,24.03891046079,0.00861013524,33.29646682739,16279.28906250000,0.19240539864,-0.03508116012,-0.07852276368
17.00000000000,0.95000000000,1.00000000000,14.18441200000,532.17000000000,0.00223669186,0.00000038123,474.00000000000,25.94072498386,0.00854805503,33.17621231079,16220.49414062500,0.20576371843,-0.02647739938,-0.05271017283
18.00000000000,0.95000000000,1.00000000000,14.18441200000,532.17000000000,0.00223669186,0.00000038123,474.00000000000,27.95802182914,0.00829197020,32.67548370361,15975.67871093750,0.21766119128,-0.02116997321,-0.03405430572
