Data Point (#),Corr Factor (ND),Length Scale (in),AmbPress (psia),AmbTemp (R),Density (slug/ft3),Viscosity (slug/ft s),Motor Speed (RPM),Angle of Attack (deg),Corrected q (dpsi),Avg Velocity (ft/s),Reynolds number (ND),Axial Force (Lbf),Normal Force (Lbf),Pitching Mom (in-Lbf)
1.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,0.00000000000,-6.03724248180,0.03248703414,64.22520446777,31867.15429687500,0.01268372727,-0.24207078293,-0.98800586523
2.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,0.00000000000,-3.96108540777,0.03268804611,64.42359924316,31965.59375000000,0.00458983268,-0.23850276434,-1.00032738662
3.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,-2.01272040006,0.03152434869,63.26646041870,31391.44726562500,0.02656952259,-0.15101610265,-0.56294927333
4.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,-0.08447131564,0.02954830651,61.25150680542,30391.66992187500,0.02977253961,-0.03787238193,-0.01629878331
5.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,2.03279102363,0.02904578724,60.72843170166,30132.13085937500,0.02519439495,0.04300654794,0.37839744436
6.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,4.04769961479,0.02882404102,60.49617385864,30016.89062500000,0.04262877902,0.07713813301,0.55555878707
7.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,6.08508508904,0.02896472062,60.64362335205,30090.05078125000,0.05028697468,0.10185351843,0.67204535060
8.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,8.03889531615,0.02911445914,60.80017852783,30167.73046875000,0.06788788469,0.11161075385,0.68778695114
9.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,10.00706236233,0.02860671767,60.26768493652,29903.51953125000,0.07585578463,0.12773636810,0.74393233877
10.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,12.01112145619,0.02866286162,60.32679367065,29932.84765625000,0.08532896592,0.15126538147,0.82068715798
11.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,13.99724817337,0.02834902355,59.99561691284,29768.52539062500,0.09720065970,0.16307928390,0.83343060434
12.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,15.97705625251,0.02954344666,61.24647140503,30389.17187500000,0.10735496004,0.18097028779,0.89058069618
13.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,18.08572087695,0.02710569295,58.66522598267,29108.41406250000,0.11418951950,0.19546746721,0.93094091504
14.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,20.01488432151,0.02665924837,58.18009567261,28867.70312500000,0.12548928202,0.20716751552,0.98387238154
15.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,21.98773234577,0.02581449932,57.25090408325,28406.65820312500,0.13362623177,0.21498953892,1.01279070845
16.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,23.95853329508,0.02626880385,57.75247955322,28655.52929687500,0.14480017026,0.23421895218,1.08933539061
17.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,25.95903047850,0.02560518512,57.01832199097,28291.25585937500,0.15682225141,0.24859950540,1.13210802132
18.00000000000,0.95000000000,1.00000000000,14.37104900000,531.67000000000,0.00226825315,0.00000038095,810.00000000000,28.14511547801,0.02494450255,56.27790451050,27923.87695312500,0.17279819154,0.26118460331,1.18172562539
