Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
193.213	20.443	92.054	640.461	295.537	2.600	92.577	91.687	11.467	15.549	56094.407	31.756
193.413	20.557	92.197	642.112	296.519	2.640	93.600	92.713	11.628	15.644	56107.255	31.658
193.613	20.517	92.617	643.582	296.609	2.681	94.201	93.340	11.783	15.644	56108.080	32.601
193.814	20.508	92.869	644.519	296.474	2.696	94.838	93.966	11.577	15.908	56683.777	32.606
194.013	20.547	93.051	645.181	296.910	2.742	95.344	94.492	11.729	15.909	56682.427	31.713
194.214	20.512	93.316	645.715	297.558	2.752	95.780	94.913	11.840	15.907	57009.026	31.784
194.414	20.578	93.588	646.443	298.018	2.762	96.198	95.314	11.971	15.720	57232.874	32.738
194.614	20.554	93.821	647.148	297.140	2.752	96.498	95.677	11.771	15.720	57231.879	31.937
194.815	20.519	94.176	647.281	297.906	2.770	96.916	95.982	11.711	15.759	57710.793	31.751
195.014	20.486	94.471	646.973	298.639	2.776	97.284	96.267	11.706	15.795	57716.226	33.188
195.215	20.489	94.789	647.806	299.030	2.784	97.486	96.521	11.694	15.795	57769.510	32.595
195.415	20.546	94.892	646.590	298.709	2.814	97.693	96.753	11.671	15.834	58129.016	31.866
195.616	20.460	95.212	646.644	299.061	2.818	97.823	96.837	11.586	15.833	58124.852	31.828
195.816	20.532	95.530	645.819	299.443	2.819	97.965	96.989	11.451	15.833	58465.932	32.354
196.016	20.522	95.790	644.738	299.224	2.817	98.154	97.103	11.513	15.834	58472.829	31.959
196.216	20.510	96.100	643.792	299.234	2.826	98.124	97.123	11.544	15.834	58476.654	32.870
196.415	20.549	96.340	643.396	299.447	2.819	98.263	97.232	11.691	15.841	58754.456	33.133
196.615	20.443	96.706	642.758	300.027	2.836	98.078	97.113	11.313	15.871	58752.750	32.266
196.817	20.433	96.907	641.679	300.137	2.853	97.980	97.034	11.673	15.871	58849.970	32.870
197.017	20.502	97.085	640.717	299.571	2.857	97.968	97.021	11.454	15.753	58971.350	31.597
197.217	20.515	97.298	640.323	300.658	2.841	97.937	96.977	11.357	15.719	58967.041	31.910
197.417	20.437	97.660	640.095	300.686	2.849	98.128	97.099	12.045	15.719	59128.735	32.842
197.617	20.505	97.830	639.924	300.296	2.837	98.275	97.269	11.628	15.946	59128.096	32.102
197.817	20.547	98.027	639.877	300.694	2.859	98.048	97.059	11.430	15.947	59135.729	32.228
198.017	20.498	98.323	639.366	300.365	2.862	97.190	96.202	11.459	15.936	59260.505	32.069
198.218	20.412	98.671	638.698	300.431	2.846	96.604	95.556	11.077	15.568	59257.440	32.063
198.418	20.485	98.734	637.487	300.458	2.821	95.848	94.827	10.986	15.568	59299.695	31.734
198.619	20.465	98.924	637.196	300.961	2.791	95.469	94.452	10.996	15.321	59312.859	31.937
198.818	20.394	99.233	635.642	300.270	2.796	94.996	93.949	10.799	15.076	59311.338	31.877
199.020	20.385	99.304	635.069	300.711	2.784	94.056	93.047	10.763	15.076	59259.057	30.808
199.219	20.372	99.598	634.724	300.696	2.759	93.384	92.379	10.882	15.001	59261.030	31.268
199.420	20.487	99.662	633.514	300.706	2.721	92.135	91.178	10.304	15.001	59224.136	30.632
199.619	20.400	99.988	632.905	300.210	2.686	91.285	90.343	10.630	15.000	59136.004	31.323
199.821	20.449	100.117	631.215	299.434	2.660	90.564	89.648	10.263	14.774	59136.335	31.553
200.020	20.409	100.142	629.840	300.500	2.650	89.834	88.813	10.443	14.774	58899.349	30.407
200.220	20.506	100.385	628.914	299.435	2.609	88.976	88.003	10.234	14.806	58902.348	30.939
200.420	20.396	100.523	627.391	299.795	2.605	88.422	87.507	10.353	14.886	58896.050	30.139
200.620	20.387	100.536	626.512	300.217	2.558	87.838	86.879	10.238	14.886	58595.115	29.974
200.820	20.361	100.785	625.604	299.860	2.543	87.197	86.292	10.365	14.655	58595.632	30.303
201.021	20.377	100.917	624.055	299.265	2.515	86.868	86.082	10.332	14.622	58391.659	30.879
201.222	20.457	101.015	622.612	299.375	2.507	86.465	85.652	10.140	14.622	58272.939	30.660
201.421	20.395	101.047	621.346	299.585	2.507	86.076	85.280	10.099	14.546	58269.195	29.409
201.622	20.482	101.149	620.411	299.478	2.502	85.557	84.828	9.966	14.547	57954.854	29.552
201.822	20.465	101.318	618.563	299.179	2.476	85.383	84.529	9.909	14.553	57953.763	29.305
202.022	20.521	101.329	617.414	299.564	2.465	85.344	84.536	10.198	14.623	57906.899	30.479
202.222	20.415	101.518	616.708	299.486	2.469	85.083	84.314	9.888	14.623	57650.418	30.183
202.422	20.490	101.419	615.836	299.108	2.454	84.835	84.035	10.112	14.417	57652.205	29.947
202.622	20.509	101.377	614.977	299.855	2.430	84.625	83.754	9.983	14.320	57409.639	30.215
202.822	20.411	101.528	614.467	300.226	2.434	84.483	83.601	10.070	14.321	57386.596	29.365
203.022	20.496	101.604	613.520	299.927	2.443	84.530	83.685	10.386	14.358	57391.673	29.897
203.223	20.445	101.667	613.408	299.918	2.449	84.261	83.465	10.260	14.358	57157.419	29.387
203.423	20.486	101.652	613.299	299.730	2.453	84.105	83.370	10.161	14.358	57156.676	29.777
203.623	20.523	101.714	613.580	299.495	2.448	83.982	83.213	10.142	14.698	57064.630	29.311
203.822	20.457	101.790	613.872	299.380	2.427	83.868	83.082	10.259	14.698	56961.313	29.086
204.023	20.484	101.921	613.838	299.614	2.399	84.020	83.219	10.467	14.712	56959.583	28.861
204.223	20.430	101.895	614.016	299.585	2.392	84.142	83.273	10.541	14.736	56799.514	30.117
204.423	20.392	102.012	613.868	300.029	2.405	83.788	83.009	10.332	14.736	56796.926	29.524
204.624	20.398	102.235	613.930	298.982	2.427	83.855	83.043	10.327	14.955	56795.010	29.963
204.825	20.398	102.130	613.386	299.194	2.419	83.938	83.114	10.244	14.963	56677.624	30.089
205.024	20.508	102.227	613.290	299.562	2.417	83.769	83.001	10.142	14.963	56678.667	29.245
205.224	20.431	102.115	612.915	299.980	2.384	84.021	83.195	10.112	14.850	56595.031	28.844
205.425	20.414	102.186	612.474	300.197	2.404	83.985	83.177	9.975	14.849	56572.618	28.965
205.625	20.435	102.504	612.082	300.145	2.421	84.057	83.222	10.265	14.864	56575.949	29.886
205.824	20.526	102.255	611.816	300.313	2.424	84.035	83.260	10.139	14.925	56505.322	29.190
206.025	20.533	102.363	611.718	300.113	2.434	83.900	83.184	9.971	14.925	56503.778	28.960
206.225	20.547	102.266	611.328	300.796	2.415	84.013	83.139	10.363	14.735	56490.250	29.261
206.426	20.459	102.372	611.392	300.173	2.422	84.334	83.557	10.261	14.698	56453.874	28.877
206.626	20.442	102.597	611.213	301.284	2.430	84.565	83.817	10.548	14.698	56455.879	30.024
206.827	20.519	102.389	612.338	300.807	2.439	84.808	83.973	10.496	14.850	56434.016	29.788
207.026	20.470	102.609	613.927	300.414	2.437	85.172	84.357	10.676	14.849	56429.609	29.634
207.226	20.536	102.440	614.490	300.694	2.423	85.780	84.997	10.485	14.841	56433.272	29.821
207.426	20.540	102.572	614.783	300.887	2.440	86.383	85.572	10.779	14.736	56465.056	30.303
207.626	20.446	102.733	615.549	300.759	2.460	86.832	85.992	10.894	14.736	56458.984	30.259
207.826	20.439	102.655	616.998	301.121	2.490	87.363	86.651	10.885	14.861	56542.079	29.810
208.026	20.528	102.809	617.951	301.335	2.481	87.819	87.100	10.957	14.925	56574.995	30.791
208.227	20.414	102.898	619.400	301.432	2.488	88.331	87.507	10.879	14.925	56570.960	30.523
208.427	20.467	103.052	620.869	302.049	2.522	88.715	87.883	10.795	15.038	56752.610	31.043
208.626	20.472	103.107	621.998	301.779	2.525	89.020	88.234	10.878	15.038	56752.917	31.433
208.826	20.518	103.094	623.306	301.957	2.537	89.250	88.400	10.833	15.039	56806.985	30.533
209.026	20.477	103.152	624.190	302.438	2.555	89.754	88.908	10.901	15.038	56945.571	30.566
209.227	20.422	103.224	625.774	302.175	2.561	90.130	89.241	10.538	15.039	56949.161	31.351
209.427	20.519	103.254	626.134	302.365	2.582	90.330	89.447	10.775	15.029	57140.036	30.616
209.626	20.439	103.508	626.389	302.825	2.621	90.342	89.462	10.924	15.000	57154.670	31.581
209.828	20.447	103.475	627.472	303.226	2.602	90.384	89.596	11.061	15.000	57151.032	30.484
210.027	20.564	103.634	627.873	303.406	2.602	90.514	89.721	11.008	15.235	57348.666	30.725
210.227	20.427	103.738	627.876	303.498	2.611	90.634	89.888	11.023	15.265	57347.009	31.098
210.427	20.487	103.765	628.156	303.722	2.609	90.697	89.866	11.025	15.266	57426.376	30.835
210.628	20.531	103.835	627.979	303.247	2.612	90.811	90.007	11.011	15.152	57519.012	30.802
210.828	20.456	103.956	628.425	303.730	2.609	90.844	90.103	10.942	15.152	57514.274	30.117
211.028	20.450	104.121	628.869	304.397	2.603	91.039	90.250	10.855	15.137	57650.709	30.813
211.228	20.509	104.305	629.419	304.093	2.620	90.881	90.081	11.197	15.001	57657.000	31.400
211.428	20.441	104.349	630.054	303.984	2.604	91.053	90.331	11.013	15.001	57658.277	30.890
211.628	20.438	104.379	630.139	304.532	2.599	91.216	90.428	11.056	15.050	57767.100	31.170
211.828	20.436	104.568	631.218	304.147	2.624	91.284	90.472	11.308	15.076	57769.033	31.318
212.030	20.575	104.657	631.086	304.465	2.639	91.338	90.556	11.060	15.076	57853.049	31.394
212.229	20.448	104.789	631.666	304.256	2.619	91.392	90.621	10.974	15.114	57870.482	31.488
212.430	20.522	104.808	631.649	304.580	2.645	91.578	90.710	10.801	15.115	57870.749	31.356
212.630	20.462	104.869	632.297	304.516	2.638	91.519	90.677	11.128	15.114	57948.895	30.884
212.832	20.445	104.990	632.900	304.748	2.629	91.609	90.810	11.109	14.660	57949.890	31.016
213.032	20.381	105.134	632.860	304.188	2.653	91.524	90.687	11.167	14.660	57977.623	31.383
213.232	20.390	105.281	632.904	304.950	2.660	91.531	90.760	11.088	14.986	58025.012	31.592
213.433	20.395	105.211	632.712	304.196	2.648	91.573	90.682	10.934	15.228	58024.382	30.632
213.633	20.458	105.351	632.194	304.330	2.650	91.375	90.650	10.943	15.229	58078.862	30.967
213.834	20.337	105.394	632.176	304.888	2.648	91.417	90.590	10.764	15.489	58074.083	30.391
214.034	20.367	105.535	632.678	304.781	2.671	91.262	90.481	10.874	15.493	58075.288	30.517
214.234	20.381	105.655	632.337	304.743	2.647	91.268	90.535	10.962	15.493	58111.325	30.912
214.434	20.510	105.718	632.079	304.402	2.628	91.364	90.493	11.211	15.530	58116.136	31.872
214.635	20.427	105.896	632.128	304.544	2.625	91.320	90.477	11.016	15.530	58127.763	31.904
214.834	20.389	105.821	632.387	305.025	2.629	91.363	90.530	11.084	15.417	58129.510	31.000
215.035	20.498	106.033	633.000	304.934	2.626	91.358	90.459	11.149	15.152	58133.625	31.839
215.235	20.409	106.092	633.212	305.291	2.619	91.469	90.619	10.844	15.152	58149.675	31.279
215.436	20.404	106.068	633.175	304.624	2.638	91.489	90.635	10.805	15.218	58148.220	30.544
215.636	20.379	106.228	633.239	304.993	2.650	91.411	90.657	11.050	15.228	58153.451	31.362
215.836	20.545	106.252	633.058	304.641	2.632	91.478	90.654	10.940	15.229	58174.514	31.159
216.035	20.464	106.439	632.713	304.567	2.610	91.449	90.584	10.734	14.963	58168.126	30.857
216.236	20.410	106.535	633.123	304.904	2.617	91.461	90.600	10.747	14.963	58187.556	31.416
216.435	20.410	106.613	633.333	305.321	2.630	91.502	90.634	10.783	14.963	58187.952	31.526
216.635	20.461	106.643	632.810	304.352	2.629	91.539	90.636	10.680	14.963	58188.518	31.257
216.835	20.436	106.658	632.697	304.713	2.640	91.670	90.783	10.786	14.963	58202.166	30.495
217.035	20.468	106.746	632.403	305.086	2.647	91.466	90.563	10.732	14.864	58202.910	30.780
217.235	20.495	106.921	632.306	304.453	2.648	91.320	90.464	10.766	14.811	58212.297	31.608
217.437	20.517	106.869	632.428	304.387	2.640	91.189	90.424	10.624	14.812	58217.747	30.824
217.637	20.512	107.024	631.723	304.760	2.631	91.234	90.460	10.642	14.698	58219.283	31.872
217.838	20.483	107.149	631.857	304.316	2.635	91.126	90.348	10.665	14.698	58214.650	31.137
218.039	20.489	106.960	632.073	305.393	2.633	91.134	90.379	10.654	14.698	58214.416	30.243
218.238	20.410	107.127	632.360	305.298	2.643	91.187	90.385	10.644	14.774	58211.262	31.351
218.438	20.433	107.232	633.447	304.773	2.625	91.318	90.452	10.745	14.774	58208.610	30.539
218.638	20.432	107.198	633.651	304.690	2.622	91.355	90.512	10.994	14.737	58209.095	30.742
218.838	20.485	107.276	633.217	305.046	2.614	91.214	90.428	10.760	14.698	58208.344	30.424
219.039	20.533	107.343	634.703	304.753	2.621	91.393	90.544	10.850	14.698	58215.135	31.581
219.238	20.502	107.373	633.723	304.985	2.636	91.501	90.543	10.647	15.147	58213.931	30.950
219.439	20.471	107.346	633.845	304.346	2.637	91.477	90.586	10.921	15.152	58216.041	30.512
219.638	20.490	107.513	634.291	304.355	2.637	91.496	90.648	10.836	15.152	58214.860	30.413
219.839	20.517	107.620	634.414	304.509	2.652	91.543	90.640	10.938	15.493	58223.447	31.159
220.038	20.387	107.712	635.141	304.732	2.654	91.523	90.634	10.811	15.493	58223.326	30.632
220.240	20.522	107.711	634.687	304.386	2.647	91.602	90.659	10.870	15.358	58226.277	30.555
220.439	20.444	107.837	634.681	304.522	2.632	91.531	90.652	10.694	15.038	58236.683	31.296
220.639	20.475	107.946	635.101	304.384	2.627	91.489	90.609	10.861	15.039	58237.104	31.553
220.839	20.420	107.953	634.724	303.880	2.636	91.521	90.674	10.939	14.902	58233.287	30.671
221.039	20.458	107.951	634.227	304.643	2.635	91.463	90.588	10.861	14.887	58243.758	30.385
221.239	20.485	107.989	633.332	304.348	2.616	91.417	90.521	10.712	14.887	58246.798	31.745
221.439	20.503	108.001	633.633	304.072	2.627	91.450	90.546	10.938	15.001	58249.669	31.098
221.640	20.419	108.013	633.064	304.084	2.618	91.401	90.509	10.692	15.000	58247.114	30.627
221.839	20.344	108.080	632.969	304.502	2.646	91.221	90.370	11.150	15.008	58245.246	30.566
222.039	20.431	108.074	632.299	303.674	2.645	91.203	90.423	10.661	15.114	58241.995	30.468
222.239	20.412	108.333	631.955	304.276	2.641	91.025	90.292	10.470	15.114	58243.588	31.373
222.439	20.415	108.427	631.711	303.873	2.643	91.031	90.230	10.835	14.988	58241.810	30.978
222.639	20.470	108.441	631.542	304.002	2.660	91.086	90.243	10.876	14.925	58237.419	31.334
222.839	20.459	108.475	631.311	304.219	2.629	90.987	90.249	10.580	14.925	58236.796	31.411
